,Tender Link,Title,Buyer,Supplier,Bid Price
961,,,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.","Lot 2
				
				
				
				
					
					Almiro Simões & Craveiro Lda
				
				
			
				Lot 2
				
				
				
				
					
					Anónima Empresa de Construção Lda
				
				
			
				Lot 2
				
				
				
				
					
					Beledin , Construção Civil Lda
				
				
			
				Lot 2
				
				
				
				
					
					CASTLING
				
				
			
				Lot 2
				
				
				
				
					
					Potencial Abcissa Construções Unipessoal Lda","Lot 1 Bid 1
				
				
				
				
					€ 22,995
				
				
			
				Lot 2 Bid 1
				
				
				
				
					€ 22,995"
962,,,"Instituto dos Registos e do Notariado, I. P.","PDM&FC - Projecto, Desenvolvimento, Manutenção e Consultadoria","€ 109,200"
963,,,Município de Azambuja,Ana Luísa Brigantim Pereira Bochicchio,"€ 9,000"
964,,,Serviços Municipalizados de Água e Saneamento de Sintra,"ONITELECOM - Infocomunicações, S.A.
				
				
			
				
				
				
				
				
					
					Onitelecom-Infocomunicações,S.A.","Bid 1
				
				
				
				
					€ 2,255"
965,,,"Casa Pia de Lisboa, I. P.",Tintas Marilina S.A.,"€ 2,354.7"
966,,,Adm.Reg.de Saúde de Lisboa e Vale do Tejo (ARSLVT),"Canon Portugal, S.A.","€ 4,453.6"
967,,,Município de Arouca,"Movex - Produção, Venda e Aluguer de Módulos Pre Fabricados, SA","€ 7,386"
968,,,Município de Chaves,Manuel Joaquim dos Santos Gonçalves,"€ 7,080.5"
969,,,"Instituto Nacional de Investigação Agrária e Veterinária, I. P.","DATELKA - Engenharia e Sistemas, LDA.","€ 2,000"
970,,,Guarda Nacional Republicana,"ENGIRISCO, LDA","Bid 1
				
				
				
				
					€ 28,125"
971,,,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.","Lot 2
				
				
				
				
					
					Almiro Simões & Craveiro Lda
				
				
			
				Lot 2
				
				
				
				
					
					Anónima Empresa de Construção Lda
				
				
			
				Lot 2
				
				
				
				
					
					Beledin , Construção Civil Lda
				
				
			
				Lot 2
				
				
				
				
					
					CASTLING
				
				
			
				Lot 2
				
				
				
				
					
					Potencial Abcissa Construções Unipessoal Lda","Lot 1 Bid 1
				
				
				
				
					€ 22,995
				
				
			
				Lot 2 Bid 1
				
				
				
				
					€ 22,995"
972,,,"Instituto dos Registos e do Notariado, I. P.","PDM&FC - Projecto, Desenvolvimento, Manutenção e Consultadoria","€ 109,200"
973,,,Município de Azambuja,Ana Luísa Brigantim Pereira Bochicchio,"€ 9,000"
974,,,Serviços Municipalizados de Água e Saneamento de Sintra,"ONITELECOM - Infocomunicações, S.A.
				
				
			
				
				
				
				
				
					
					Onitelecom-Infocomunicações,S.A.","Bid 1
				
				
				
				
					€ 2,255"
975,,,"Casa Pia de Lisboa, I. P.",Tintas Marilina S.A.,"€ 2,354.7"
976,,,Adm.Reg.de Saúde de Lisboa e Vale do Tejo (ARSLVT),"Canon Portugal, S.A.","€ 4,453.6"
977,,,Município de Arouca,"Movex - Produção, Venda e Aluguer de Módulos Pre Fabricados, SA","€ 7,386"
978,,,Município de Chaves,Manuel Joaquim dos Santos Gonçalves,"€ 7,080.5"
979,,,"Instituto Nacional de Investigação Agrária e Veterinária, I. P.","DATELKA - Engenharia e Sistemas, LDA.","€ 2,000"
980,,,Guarda Nacional Republicana,"ENGIRISCO, LDA","Bid 1
				
				
				
				
					€ 28,125"
981,,,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.","Lot 2
				
				
				
				
					
					Almiro Simões & Craveiro Lda
				
				
			
				Lot 2
				
				
				
				
					
					Anónima Empresa de Construção Lda
				
				
			
				Lot 2
				
				
				
				
					
					Beledin , Construção Civil Lda
				
				
			
				Lot 2
				
				
				
				
					
					CASTLING
				
				
			
				Lot 2
				
				
				
				
					
					Potencial Abcissa Construções Unipessoal Lda","Lot 1 Bid 1
				
				
				
				
					€ 22,995
				
				
			
				Lot 2 Bid 1
				
				
				
				
					€ 22,995"
982,,,"Instituto dos Registos e do Notariado, I. P.","PDM&FC - Projecto, Desenvolvimento, Manutenção e Consultadoria","€ 109,200"
983,,,Município de Azambuja,Ana Luísa Brigantim Pereira Bochicchio,"€ 9,000"
984,,,Serviços Municipalizados de Água e Saneamento de Sintra,"ONITELECOM - Infocomunicações, S.A.
				
				
			
				
				
				
				
				
					
					Onitelecom-Infocomunicações,S.A.","Bid 1
				
				
				
				
					€ 2,255"
985,,,"Casa Pia de Lisboa, I. P.",Tintas Marilina S.A.,"€ 2,354.7"
986,,,Adm.Reg.de Saúde de Lisboa e Vale do Tejo (ARSLVT),"Canon Portugal, S.A.","€ 4,453.6"
987,,,Município de Arouca,"Movex - Produção, Venda e Aluguer de Módulos Pre Fabricados, SA","€ 7,386"
988,,,Município de Chaves,Manuel Joaquim dos Santos Gonçalves,"€ 7,080.5"
989,,,"Instituto Nacional de Investigação Agrária e Veterinária, I. P.","DATELKA - Engenharia e Sistemas, LDA.","€ 2,000"
990,,,Guarda Nacional Republicana,"ENGIRISCO, LDA","Bid 1
				
				
				
				
					€ 28,125"
991,,,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.","Lot 2
				
				
				
				
					
					Almiro Simões & Craveiro Lda
				
				
			
				Lot 2
				
				
				
				
					
					Anónima Empresa de Construção Lda
				
				
			
				Lot 2
				
				
				
				
					
					Beledin , Construção Civil Lda
				
				
			
				Lot 2
				
				
				
				
					
					CASTLING
				
				
			
				Lot 2
				
				
				
				
					
					Potencial Abcissa Construções Unipessoal Lda","Lot 1 Bid 1
				
				
				
				
					€ 22,995
				
				
			
				Lot 2 Bid 1
				
				
				
				
					€ 22,995"
992,,,"Instituto dos Registos e do Notariado, I. P.","PDM&FC - Projecto, Desenvolvimento, Manutenção e Consultadoria","€ 109,200"
993,,,Município de Azambuja,Ana Luísa Brigantim Pereira Bochicchio,"€ 9,000"
994,,,Serviços Municipalizados de Água e Saneamento de Sintra,"ONITELECOM - Infocomunicações, S.A.
				
				
			
				
				
				
				
				
					
					Onitelecom-Infocomunicações,S.A.","Bid 1
				
				
				
				
					€ 2,255"
995,,,"Casa Pia de Lisboa, I. P.",Tintas Marilina S.A.,"€ 2,354.7"
996,,,Adm.Reg.de Saúde de Lisboa e Vale do Tejo (ARSLVT),"Canon Portugal, S.A.","€ 4,453.6"
997,,,Município de Arouca,"Movex - Produção, Venda e Aluguer de Módulos Pre Fabricados, SA","€ 7,386"
998,,,Município de Chaves,Manuel Joaquim dos Santos Gonçalves,"€ 7,080.5"
999,,,"Instituto Nacional de Investigação Agrária e Veterinária, I. P.","DATELKA - Engenharia e Sistemas, LDA.","€ 2,000"
